order_id,product_id,productname,category,subcategory
CA-2016-140774,OFF-AR-10004022,Panasonic KP-380BK Classic Electric Pencil Sharpener,Office Supplies,Art
US-2017-139465,OFF-ST-10002352,Iris Project Case,Office Supplies,Storage
US-2017-139465,TEC-PH-10000455,GE 30522EE2,Technology,Phones
US-2017-139465,OFF-BI-10003910,DXL Angle-View Binders with Locking Rings by Samsill,Office Supplies,Binders
CA-2016-100965,FUR-FU-10003039,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",Furniture,Furnishings
CA-2016-121034,OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners
CA-2016-121034,OFF-PA-10001994,"Ink Jet Note and Greeting Cards, 8-1/2"" x 5-1/2"" Card Size",Office Supplies,Paper
CA-2016-149461,FUR-FU-10004270,"Eldon Image Series Desk Accessories, Burgundy",Furniture,Furnishings
CA-2017-158379,OFF-BI-10002498,Clear Mylar Reinforcing Strips,Office Supplies,Binders
CA-2017-158379,OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies
CA-2017-158379,TEC-AC-10002926,Logitech Wireless Marathon Mouse M705,Technology,Accessories
US-2016-116729,TEC-PH-10002200,Samsung Galaxy Note 2,Technology,Phones
US-2016-116729,OFF-PA-10002005,Xerox 225,Office Supplies,Paper
US-2016-116729,TEC-AC-10001465,SanDisk Cruzer 64 GB USB Flash Drive,Technology,Accessories
CA-2016-164938,TEC-PH-10004897,Mediabridge Sport Armband iPhone 5s,Technology,Phones
CA-2016-165484,FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings
CA-2016-165484,OFF-PA-10000595,Xerox 1929,Office Supplies,Paper
CA-2014-132612,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables
US-2017-161193,FUR-FU-10001861,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",Furniture,Furnishings
US-2017-161193,FUR-FU-10000206,"GE General Purpose, Extra Long Life, Showcase & Floodlight Incandescent Bulbs",Furniture,Furnishings
CA-2015-131597,FUR-TA-10002607,KI Conference Tables,Furniture,Tables
CA-2015-164833,OFF-LA-10000443,Avery 501,Office Supplies,Labels
CA-2015-164833,OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art
CA-2015-125423,OFF-LA-10001771,Avery 513,Office Supplies,Labels
US-2014-130379,OFF-AP-10001394,Harmony Air Purifier,Office Supplies,Appliances
US-2014-130379,FUR-FU-10002553,"Electrix Incandescent Magnifying Lamp, Black",Furniture,Furnishings
CA-2016-168956,OFF-AP-10004233,Honeywell Enviracaire Portable Air Cleaner for up to 8 x 10 Room,Office Supplies,Appliances
CA-2016-168956,OFF-FA-10000304,Advantus Push Pins,Office Supplies,Fasteners
CA-2016-168956,FUR-CH-10004754,"Global Stack Chair with Arms, Black",Furniture,Chairs
CA-2016-168956,OFF-PA-10000809,Xerox 206,Office Supplies,Paper
CA-2016-167507,OFF-BI-10003694,"Avery 3 1/2"" Diskette Storage Pages, 10/Pack",Office Supplies,Binders
CA-2016-167507,FUR-FU-10001935,3M Hangers With Command Adhesive,Furniture,Furnishings
CA-2016-167507,FUR-FU-10002878,"Seth Thomas 14"" Day/Date Wall Clock",Furniture,Furnishings
CA-2016-109344,TEC-PH-10002624,Samsung Galaxy S4 Mini,Technology,Phones
US-2015-140851,OFF-PA-10000019,Xerox 1931,Office Supplies,Paper
CA-2014-103373,TEC-PH-10002885,Apple iPhone 5,Technology,Phones
CA-2017-145884,TEC-PH-10000895,Polycom VVX 310 VoIP phone,Technology,Phones
CA-2017-145884,FUR-TA-10002356,Bevis Boat-Shaped Conference Table,Furniture,Tables
CA-2015-131422,FUR-CH-10001270,Harbour Creations Steel Folding Chair,Furniture,Chairs
CA-2017-162691,TEC-MA-10000488,Bady BDG101FRU Card Printer,Technology,Machines
CA-2017-162691,OFF-PA-10003729,Xerox 1998,Office Supplies,Paper
CA-2014-141278,OFF-AR-10003056,Newell 341,Office Supplies,Art
CA-2017-122693,OFF-AP-10002518,Kensington 7 Outlet MasterPiece Power Center,Office Supplies,Appliances
CA-2014-117345,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels
CA-2014-117345,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings
CA-2014-117345,OFF-AP-10001005,Honeywell Quietcare HEPA Air Cleaner,Office Supplies,Appliances
CA-2014-117345,OFF-PA-10002377,Xerox 1916,Office Supplies,Paper
CA-2016-157763,FUR-CH-10000988,Hon Olson Stacker Stools,Furniture,Chairs
CA-2015-135391,OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels
CA-2015-135391,FUR-FU-10001986,"Dana Fluorescent Magnifying Lamp, White, 36""",Furniture,Furnishings
US-2017-113852,TEC-AC-10003027,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories
US-2017-158512,OFF-PA-10001804,Xerox 195,Office Supplies,Paper
US-2017-158512,FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings
CA-2017-128370,FUR-CH-10002602,DMI Arturo Collection Mission-style Design Wood Chair,Furniture,Chairs
CA-2017-128370,OFF-BI-10004140,Avery Non-Stick Binders,Office Supplies,Binders
CA-2015-160472,OFF-ST-10000464,"Multi-Use Personal File Cart and Caster Set, Three Stacking Bins",Office Supplies,Storage
CA-2015-160472,TEC-AC-10002253,Imation Bio 8GB USB Flash Drive Imation Corp,Technology,Accessories
CA-2015-160472,OFF-PA-10000528,Xerox 1981,Office Supplies,Paper
CA-2015-160472,OFF-EN-10000483,"White Envelopes, White Envelopes with Clear Poly Window",Office Supplies,Envelopes
CA-2015-160472,OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper
CA-2015-160472,OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage
CA-2014-114643,OFF-AR-10003631,Staples in misc. colors,Office Supplies,Art
US-2017-158218,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
US-2017-158218,OFF-BI-10002133,"Wilson Jones Elliptical Ring 3 1/2"" Capacity Binders, 800 sheets",Office Supplies,Binders
CA-2015-121608,OFF-AP-10002311,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",Office Supplies,Appliances
CA-2015-121608,TEC-PH-10004959,Classic Ivory Antique Telephone ZL1810,Technology,Phones
US-2017-121251,FUR-BO-10001918,"Sauder Forest Hills Library with Doors, Woodland Oak Finish",Furniture,Bookcases
US-2017-121251,TEC-PH-10004896,Nokia Lumia 521 (T-Mobile),Technology,Phones
CA-2014-151078,OFF-ST-10001328,"Personal Filing Tote with Lid, Black/Gray",Office Supplies,Storage
US-2016-100839,FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables
US-2016-100839,FUR-FU-10001617,"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",Furniture,Furnishings
US-2017-116659,TEC-PH-10002824,Jabra SPEAK 410 Multidevice Speakerphone,Technology,Phones
CA-2017-118857,FUR-FU-10004460,"Howard Miller 12"" Round Wall Clock",Furniture,Furnishings
CA-2015-127110,OFF-PA-10003309,Xerox 211,Office Supplies,Paper
CA-2015-127110,OFF-ST-10002554,Tennsco Industrial Shelving,Office Supplies,Storage
CA-2016-148201,OFF-PA-10000019,Xerox 1931,Office Supplies,Paper
CA-2014-116932,OFF-AR-10002067,Newell 334,Office Supplies,Art
CA-2014-116932,FUR-CH-10001215,Global Troy Executive Leather Low-Back Tilter,Furniture,Chairs
CA-2014-116932,FUR-TA-10004175,"Hon 30"" x 60"" Table with Locking Drawer",Furniture,Tables
CA-2017-142888,FUR-TA-10004767,Safco Drafting Table,Furniture,Tables
CA-2014-147914,OFF-PA-10001685,Easy-staple paper,Office Supplies,Paper
US-2016-112977,FUR-BO-10003272,O'Sullivan Living Dimensions 5-Shelf Bookcases,Furniture,Bookcases
CA-2017-112039,TEC-PH-10000984,Panasonic KX-TG9471B,Technology,Phones
CA-2017-118885,FUR-CH-10002880,"Global High-Back Leather Tilter, Burgundy",Furniture,Chairs
CA-2017-118885,TEC-PH-10002563,Adtran 1202752G1,Technology,Phones
US-2017-166611,OFF-BI-10001191,Canvas Sectional Post Binders,Office Supplies,Binders
CA-2015-109512,OFF-EN-10002621,Staple envelope,Office Supplies,Envelopes
CA-2015-109512,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs
CA-2015-109512,OFF-ST-10000689,"Fellowes Strictly Business Drawer File, Letter/Legal Size",Office Supplies,Storage
CA-2016-118570,OFF-PA-10001289,White Computer Printout Paper by Universal,Office Supplies,Paper
CA-2017-154718,OFF-LA-10003714,Avery 510,Office Supplies,Labels
CA-2016-147578,FUR-FU-10001889,Ultra Door Pull Handle,Furniture,Furnishings
CA-2014-140165,OFF-FA-10002815,Staples,Office Supplies,Fasteners
CA-2014-140165,OFF-BI-10004519,GBC DocuBind P100 Manual Binding Machine,Office Supplies,Binders
CA-2014-142587,OFF-AP-10004708,Fellowes Superior 10 Outlet Split Surge Protector,Office Supplies,Appliances
CA-2014-142587,FUR-TA-10000617,"Hon Practical Foundations 30 x 60 Training Table, Light Gray/Charcoal",Furniture,Tables
CA-2014-157623,OFF-PA-10001204,Xerox 1972,Office Supplies,Paper
CA-2014-157623,OFF-AR-10003723,Avery Hi-Liter Fluorescent Desk Style Markers,Office Supplies,Art
CA-2017-145310,OFF-EN-10002621,Staple envelope,Office Supplies,Envelopes
CA-2016-100083,OFF-PA-10000241,"IBM Multi-Purpose Copy Paper, 8 1/2 x 11"", Case",Office Supplies,Paper
US-2017-108063,OFF-AR-10001446,Newell 309,Office Supplies,Art
CA-2015-109197,OFF-BI-10004632,Ibico Hi-Tech Manual Binding System,Office Supplies,Binders
CA-2017-141789,OFF-BI-10001359,GBC DocuBind TL300 Electric Binding System,Office Supplies,Binders
CA-2014-169775,OFF-EN-10001749,Jiffy Padded Mailers with Self-Seal Closure,Office Supplies,Envelopes
CA-2014-169775,OFF-BI-10004390,GBC DocuBind 200 Manual Binding Machine,Office Supplies,Binders
CA-2014-169775,FUR-TA-10001857,Balt Solid Wood Rectangular Table,Furniture,Tables
CA-2016-140543,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
CA-2016-151141,TEC-PH-10004924,"SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black",Technology,Phones
CA-2017-167094,OFF-PA-10003953,Xerox 218,Office Supplies,Paper
CA-2017-167094,FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs
CA-2017-167094,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories
CA-2017-154410,OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage
US-2016-150567,OFF-BI-10001757,Pressboard Hanging Data Binders for Unburst Sheets,Office Supplies,Binders
US-2016-150567,OFF-BI-10000069,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",Office Supplies,Binders
CA-2015-157959,FUR-FU-10004093,Hand-Finished Solid Wood Document Frame,Furniture,Furnishings
CA-2017-105886,FUR-FU-10001037,"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",Furniture,Furnishings
CA-2016-105963,TEC-AC-10003832,Imation 16GB Mini TravelDrive USB 2.0 Flash Drive,Technology,Accessories
CA-2017-121503,OFF-PA-10001878,Xerox 1891,Office Supplies,Paper
CA-2017-121503,TEC-MA-10003674,Hewlett-Packard Deskjet 5550 Printer,Technology,Machines
CA-2014-103366,TEC-AC-10003628,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,Technology,Accessories
CA-2017-124597,OFF-LA-10003190,Avery 474,Office Supplies,Labels
CA-2017-124597,OFF-AR-10002280,Staples in misc. colors,Office Supplies,Art
CA-2017-124597,OFF-LA-10001569,Avery 499,Office Supplies,Labels
CA-2015-105634,OFF-AR-10001573,American Pencil,Office Supplies,Art
CA-2015-123673,TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Technology,Phones
US-2017-111423,OFF-BI-10003091,GBC DocuBind TL200 Manual Binding Machine,Office Supplies,Binders
US-2017-111423,FUR-CH-10003981,Global Commerce Series Low-Back Swivel/Tilt Chairs,Furniture,Chairs
CA-2015-125178,OFF-ST-10002562,Staple magnet,Office Supplies,Storage
CA-2016-156685,TEC-PH-10004345,Cisco SPA 502G IP Phone,Technology,Phones
CA-2016-156685,OFF-AR-10000588,Newell 345,Office Supplies,Art
CA-2017-126865,OFF-PA-10003039,Xerox 1960,Office Supplies,Paper
CA-2017-102834,TEC-AC-10001908,Logitech Wireless Headset h800,Technology,Accessories
US-2016-139710,TEC-PH-10001198,Avaya 4621SW VoIP phone,Technology,Phones
CA-2017-121538,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper
US-2017-101539,OFF-PA-10001972,Xerox 214,Office Supplies,Paper
US-2017-101539,OFF-ST-10004180,Safco Commercial Shelving,Office Supplies,Storage
US-2017-101539,TEC-PH-10004165,Mitel MiVoice 5330e IP Phone,Technology,Phones
CA-2016-152121,TEC-PH-10002483,Motorola Moto X,Technology,Phones
CA-2017-161200,FUR-BO-10000468,O'Sullivan 2-Shelf Heavy-Duty Bookcases,Furniture,Bookcases
CA-2017-161200,FUR-FU-10001706,Longer-Life Soft White Bulbs,Furniture,Furnishings
CA-2017-101245,OFF-PA-10003129,Tops White Computer Printout Paper,Office Supplies,Paper
CA-2017-101245,TEC-AC-10001284,Enermax Briskie RF Wireless Keyboard and Mouse Combo,Technology,Accessories
CA-2015-141768,FUR-FU-10002268,Ultra Door Push Plate,Furniture,Furnishings
CA-2016-112109,OFF-BI-10002082,GBC Twin Loop Wire Binding Elements,Office Supplies,Binders
CA-2016-112109,OFF-ST-10001505,"Perma STOR-ALL Hanging File Box, 13 1/8""W x 12 1/4""D x 10 1/2""H",Office Supplies,Storage
CA-2016-112109,OFF-BI-10001634,Wilson Jones Active Use Binders,Office Supplies,Binders
CA-2016-112109,FUR-CH-10004287,SAFCO Arco Folding Chair,Furniture,Chairs
CA-2017-144064,OFF-LA-10004544,Avery 505,Office Supplies,Labels
CA-2017-144064,OFF-ST-10004507,Advantus Rolling Storage Box,Office Supplies,Storage
CA-2017-144064,OFF-BI-10002012,Wilson Jones Easy Flow II Sheet Lifters,Office Supplies,Binders
CA-2016-108581,TEC-AC-10001109,Logitech Trackman Marble Mouse,Technology,Accessories
CA-2016-108581,OFF-PA-10000809,Xerox 206,Office Supplies,Paper
CA-2017-157987,OFF-AR-10000658,Newell 324,Office Supplies,Art
CA-2017-157987,FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings
CA-2017-157987,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables
CA-2017-157987,OFF-AP-10000358,Fellowes Basic Home/Office Series Surge Protectors,Office Supplies,Appliances
CA-2017-157987,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders
CA-2017-157987,TEC-PH-10003885,Cisco SPA508G,Technology,Phones
CA-2017-157987,OFF-LA-10001641,Avery 518,Office Supplies,Labels
CA-2017-157987,FUR-CH-10003379,Global Commerce Series High-Back Swivel/Tilt Chairs,Furniture,Chairs
CA-2017-157987,OFF-AR-10004582,BIC Brite Liner Grip Highlighters,Office Supplies,Art
CA-2017-157987,TEC-AC-10002842,WD My Passport Ultra 2TB Portable External Hard Drive,Technology,Accessories
CA-2017-157987,TEC-AC-10000109,Sony Micro Vault Click 16 GB USB 2.0 Flash Drive,Technology,Accessories
CA-2017-157987,OFF-PA-10003893,Xerox 1962,Office Supplies,Paper
CA-2017-110905,OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders
CA-2017-110905,OFF-AP-10004785,"Holmes Replacement Filter for HEPA Air Cleaner, Medium Room",Office Supplies,Appliances
CA-2017-110905,TEC-AC-10003023,Logitech G105 Gaming Keyboard,Technology,Accessories
CA-2017-110905,TEC-AC-10002217,Imation Clip USB flash drive - 8 GB,Technology,Accessories
CA-2017-110905,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders
CA-2017-110905,OFF-PA-10002586,Xerox 1970,Office Supplies,Paper
CA-2017-110905,OFF-ST-10000025,Fellowes Stor/Drawer Steel Plus Storage Drawers,Office Supplies,Storage
CA-2017-110905,OFF-AP-10003281,Acco 6 Outlet Guardian Standard Surge Suppressor,Office Supplies,Appliances
CA-2017-165841,TEC-PH-10002103,Jabra SPEAK 410,Technology,Phones
CA-2017-165841,OFF-SU-10000898,"Acme Hot Forged Carbon Steel Scissors with Nickel-Plated Handles, 3 7/8"" Cut, 8""L",Office Supplies,Supplies
CA-2017-165841,OFF-PA-10001144,Xerox 1913,Office Supplies,Paper
CA-2017-117485,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories
CA-2017-140242,OFF-AR-10004752,Blackstonian Pencils,Office Supplies,Art
CA-2017-140242,TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories
CA-2014-148950,OFF-BI-10001249,Avery Heavy-Duty EZD View Binder with Locking Rings,Office Supplies,Binders
CA-2014-148950,OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,Fasteners
CA-2014-148950,TEC-AC-10002718,Belkin Standard 104 key USB Keyboard,Technology,Accessories
CA-2014-110408,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage
CA-2014-110408,TEC-PH-10002352,Avaya IP Phone 1140E VoIP phone,Technology,Phones
CA-2014-110408,FUR-CH-10003774,"Global Wood Trimmed Manager's Task Chair, Khaki",Furniture,Chairs
CA-2015-109939,OFF-AR-10000127,Newell 321,Office Supplies,Art
CA-2016-112669,FUR-CH-10004086,Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs,Furniture,Chairs
CA-2016-112669,OFF-ST-10001228,"Fellowes Personal Hanging Folder Files, Navy",Office Supplies,Storage
CA-2015-119592,OFF-BI-10004187,3-ring staple pack,Office Supplies,Binders
CA-2014-122749,TEC-PH-10003811,Jabra Supreme Plus Driver Edition Headset,Technology,Phones
CA-2014-164721,OFF-AP-10000240,Belkin F9G930V10-GRY 9 Outlet Surge,Office Supplies,Appliances
CA-2014-164721,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings
CA-2014-164721,OFF-PA-10000575,"Wirebound Message Books, Four 2 3/4 x 5 White Forms per Page",Office Supplies,Paper
CA-2016-147417,TEC-CO-10001449,Hewlett Packard LaserJet 3310 Copier,Technology,Copiers
CA-2015-127509,OFF-BI-10002393,Binder Posts,Office Supplies,Binders
CA-2015-127509,FUR-TA-10002855,Bevis Round Conference Table Top & Single Column Base,Furniture,Tables
CA-2015-127509,OFF-EN-10000781,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes
CA-2015-127509,OFF-PA-10002160,Xerox 1978,Office Supplies,Paper
CA-2017-111374,OFF-BI-10004970,"ACCOHIDE 3-Ring Binder, Blue, 1""",Office Supplies,Binders
CA-2017-133648,OFF-LA-10003923,Alphabetical Labels for Top Tab Filing,Office Supplies,Labels
CA-2017-133648,OFF-AR-10002257,"Eldon Spacemaker Box, Quick-Snap Lid, Clear",Office Supplies,Art
CA-2017-133648,OFF-FA-10004395,Plymouth Boxed Rubber Bands by Plymouth,Office Supplies,Fasteners
US-2017-147221,OFF-AP-10002534,3.6 Cubic Foot Counter Height Office Refrigerator,Office Supplies,Appliances
US-2017-147221,FUR-FU-10004020,Advantus Panel Wall Acrylic Frame,Furniture,Furnishings
CA-2014-131905,OFF-LA-10002787,Avery 480,Office Supplies,Labels
CA-2014-131905,TEC-PH-10003645,Aastra 57i VoIP phone,Technology,Phones
CA-2014-131905,TEC-PH-10001615,AT&T CL82213,Technology,Phones
CA-2017-166128,TEC-AC-10001767,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,Technology,Accessories
CA-2017-166128,OFF-AR-10001221,"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",Office Supplies,Art
CA-2017-163510,OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage
CA-2017-163510,FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs
US-2017-143028,OFF-BI-10004738,Flexible Leather- Look Classic Collection Ring Binder,Office Supplies,Binders
CA-2014-111150,OFF-AR-10000034,"BIC Brite Liner Grip Highlighters, Assorted, 5/Pack",Office Supplies,Art
CA-2014-111150,TEC-AC-10000290,Sabrent 4-Port USB 2.0 Hub,Technology,Accessories
CA-2017-165386,FUR-BO-10003034,"O'Sullivan Elevations Bookcase, Cherry Finish",Furniture,Bookcases
CA-2014-116407,OFF-AR-10001315,Newell 310,Office Supplies,Art
CA-2014-116407,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances
CA-2014-116407,OFF-PA-10002137,"Southworth 100% Résumé Paper, 24lb.",Office Supplies,Paper
CA-2015-155761,TEC-AC-10001606,Logitech Wireless Performance Mouse MX for PC and Mac,Technology,Accessories
CA-2015-155761,OFF-ST-10000943,Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,Office Supplies,Storage
CA-2016-145905,FUR-CH-10001854,Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat,Furniture,Chairs
CA-2016-145905,OFF-PA-10000533,Southworth Parchment Paper & Envelopes,Office Supplies,Paper
CA-2016-145905,OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage
CA-2015-113110,OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders
CA-2015-113110,OFF-LA-10000240,Self-Adhesive Address Labels for Typewriters by Universal,Office Supplies,Labels
CA-2015-113110,OFF-SU-10001165,Acme Elite Stainless Steel Scissors,Office Supplies,Supplies
CA-2015-113110,OFF-PA-10002749,"Wirebound Message Books, 5-1/2 x 4 Forms, 2 or 4 Forms per Page",Office Supplies,Paper
CA-2016-168354,OFF-ST-10001490,"Hot File 7-Pocket, Floor Stand",Office Supplies,Storage
CA-2016-168354,OFF-PA-10002377,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 200/Messages",Office Supplies,Paper
CA-2016-168354,OFF-BI-10004826,JM Magazine Binder,Office Supplies,Binders
CA-2016-168354,FUR-CH-10004675,"Lifetime Advantage Folding Chairs, 4/Carton",Furniture,Chairs
US-2017-111241,OFF-BI-10002867,GBC Recycled Regency Composition Covers,Office Supplies,Binders
CA-2015-114237,FUR-BO-10004409,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",Furniture,Bookcases
CA-2016-113516,OFF-BI-10002225,"Square Ring Data Binders, Rigid 75 Pt. Covers, 11"" x 14-7/8""",Office Supplies,Binders
CA-2016-113516,OFF-BI-10001989,Premium Transparent Presentation Covers by GBC,Office Supplies,Binders
CA-2015-117961,OFF-BI-10000343,"Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue",Office Supplies,Binders
CA-2015-117961,OFF-ST-10001172,"Tennsco Lockers, Sand",Office Supplies,Storage
CA-2015-117961,OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,Binders
CA-2015-117961,OFF-PA-10001274,Loose Memo Sheets,Office Supplies,Paper
CA-2016-128923,OFF-PA-10002250,Things To Do Today Pad,Office Supplies,Paper
CA-2016-128923,OFF-AR-10000475,"Hunt BOSTON Vista Battery-Operated Pencil Sharpener, Black",Office Supplies,Art
CA-2017-162481,OFF-BI-10002976,ACCOHIDE Binder by Acco,Office Supplies,Binders
CA-2017-162481,FUR-CH-10003061,"Global Leather Task Chair, Black",Furniture,Chairs
CA-2015-119214,OFF-PA-10002893,"Wirebound Service Call Books, 5 1/2"" x 4""",Office Supplies,Paper
CA-2015-119214,OFF-LA-10003077,Avery 500,Office Supplies,Labels
CA-2015-122287,OFF-PA-10001661,Xerox 1922,Office Supplies,Paper
CA-2015-122287,OFF-BI-10004656,Peel & Stick Add-On Corner Pockets,Office Supplies,Binders
CA-2015-122287,OFF-BI-10003707,Aluminum Screw Posts,Office Supplies,Binders
CA-2015-122287,FUR-FU-10004973,Flat Face Poster Frame,Furniture,Furnishings
CA-2015-104493,OFF-BI-10004817,GBC Personal VeloBind Strips,Office Supplies,Binders
US-2017-158946,OFF-AR-10001860,BIC Liqua Brite Liner,Office Supplies,Art
CA-2014-129168,OFF-PA-10001639,Xerox 203,Office Supplies,Paper
CA-2016-131835,OFF-AP-10004487,Kensington 4 Outlet MasterPiece Compact Power Control Center,Office Supplies,Appliances
CA-2016-131835,TEC-PH-10001760,Bose SoundLink Bluetooth Speaker,Technology,Phones
CA-2016-131835,OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper
CA-2015-142237,FUR-FU-10004848,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",Furniture,Furnishings
CA-2015-142237,OFF-BI-10004022,Acco Suede Grain Vinyl Round Ring Binder,Office Supplies,Binders
CA-2015-142237,OFF-BI-10003669,3M Organizer Strips,Office Supplies,Binders
CA-2015-142237,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs
CA-2015-142237,OFF-AR-10003732,Newell 333,Office Supplies,Art
CA-2015-142237,FUR-FU-10003142,"Master Big Foot Doorstop, Beige",Furniture,Furnishings
CA-2016-136434,FUR-FU-10001196,DAX Cubicle Frames - 8x10,Furniture,Furnishings
CA-2017-120376,TEC-AC-10001114,Microsoft Wireless Mobile Mouse 4000,Technology,Accessories
CA-2017-120376,FUR-CH-10002335,Hon GuestStacker Chair,Furniture,Chairs
CA-2017-120376,TEC-AC-10000844,Logitech Gaming G510s - Keyboard,Technology,Accessories
CA-2017-120376,FUR-TA-10004534,Bevis 44 x 96 Conference Tables,Furniture,Tables
CA-2014-106439,OFF-FA-10002975,Staples,Office Supplies,Fasteners
CA-2014-106439,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage
CA-2014-106439,OFF-BI-10002571,"Avery Framed View Binder, EZD Ring (Locking), Navy, 1 1/2""",Office Supplies,Binders
CA-2014-106439,OFF-PA-10000477,Xerox 1952,Office Supplies,Paper
CA-2014-106439,OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders
CA-2014-106439,OFF-ST-10001963,Tennsco Regal Shelving Units,Office Supplies,Storage
CA-2014-106439,FUR-CH-10003833,Novimex Fabric Task Chair,Furniture,Chairs
CA-2014-106439,TEC-AC-10004568,Maxell LTO Ultrium - 800 GB,Technology,Accessories
CA-2014-106439,OFF-AR-10001419,Newell 325,Office Supplies,Art
CA-2015-133452,TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories
CA-2015-133452,FUR-TA-10003954,Hon 94000 Series Round Tables,Furniture,Tables
CA-2016-146521,OFF-BI-10000301,GBC Instant Report Kit,Office Supplies,Binders
US-2017-110996,FUR-CH-10003956,Novimex High-Tech Fabric Mesh Task Chair,Furniture,Chairs
CA-2016-129693,OFF-BI-10002954,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,Office Supplies,Binders
CA-2017-122504,TEC-AC-10003289,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,Technology,Accessories
